datetime,value
2017-03-09 01:15:00,944776
2017-03-09 01:30:00,882521
2017-03-09 01:45:00,895811
2017-03-09 02:00:00,927947
2017-03-09 02:15:00,881018
2017-03-09 02:30:00,914672
2017-03-09 02:45:00,855235
2017-03-09 03:00:00,871829
2017-03-09 03:15:00,872051
2017-03-09 03:30:00,920101
2017-03-09 03:45:00,885848
2017-03-09 04:00:00,901346
2017-03-09 04:15:00,862021
2017-03-09 04:30:00,872133
2017-03-09 04:45:00,919188
2017-03-09 05:00:00,891535
2017-03-09 05:15:00,925717
2017-03-09 05:30:00,866382
2017-03-09 05:45:00,893281
2017-03-09 06:00:00,896842
2017-03-09 06:15:00,858765
2017-03-09 06:30:00,906299
2017-03-09 06:45:00,895202
2017-03-09 07:00:00,876608
2017-03-09 07:15:00,941915
2017-03-09 07:30:00,900964
2017-03-09 07:45:00,874640
2017-03-09 08:00:00,937356
2017-03-09 08:15:00,869703
2017-03-09 08:30:00,881700
2017-03-09 08:45:00,927861
2017-03-09 09:00:00,850537
2017-03-09 09:15:00,936660
2017-03-09 09:30:00,855770
2017-03-09 09:45:00,944234
2017-03-09 10:00:00,911831
2017-03-09 10:15:00,853245
2017-03-09 10:30:00,855699
2017-03-09 10:45:00,864429
2017-03-09 11:00:00,885680
2017-03-09 11:15:00,920701
2017-03-09 11:30:00,887890
2017-03-09 11:45:00,897770
2017-03-09 12:00:00,852412
2017-03-09 12:15:00,942030
2017-03-09 12:30:00,934438
2017-03-09 12:45:00,921205
2017-03-09 13:00:00,930066
2017-03-09 13:15:00,922701
2017-03-09 13:30:00,923728
2017-03-09 13:45:00,923645
2017-03-09 14:00:00,866972
2017-03-09 14:15:00,869678
2017-03-09 14:30:00,864491
2017-03-09 14:45:00,911194
2017-03-09 15:00:00,886229
2017-03-09 15:15:00,865932
2017-03-09 15:30:00,864240
2017-03-09 15:45:00,907019
2017-03-09 16:00:00,908961
2017-03-09 16:15:00,940300
2017-03-09 16:30:00,913477
2017-03-09 16:45:00,856869
2017-03-09 17:00:00,901953
2017-03-09 17:15:00,869061
2017-03-09 17:30:00,862056
2017-03-09 17:45:00,907094
2017-03-09 18:00:00,865328
2017-03-09 18:15:00,932184
2017-03-09 18:30:00,927025
2017-03-09 18:45:00,905034
2017-03-09 19:00:00,916183
2017-03-09 19:15:00,912960
2017-03-09 19:30:00,890963
2017-03-09 19:45:00,850546
2017-03-09 20:00:00,916932
2017-03-09 20:15:00,876543
2017-03-09 20:30:00,917470
2017-03-09 20:45:00,931070
2017-03-09 21:00:00,896311
2017-03-09 21:15:00,860016
2017-03-09 21:30:00,892893
2017-03-09 21:45:00,903365
2017-03-09 22:00:00,932878
2017-03-09 22:15:00,939960
2017-03-09 22:30:00,883899
2017-03-09 22:45:00,903437
2017-03-09 23:00:00,921887
2017-03-09 23:15:00,903499
2017-03-09 23:30:00,864789
2017-03-09 23:45:00,873258
2017-03-10 00:00:00,912735
2017-03-10 00:15:00,874706
2017-03-10 00:30:00,882128
2017-03-10 00:45:00,872826
2017-03-10 01:00:00,908323
2017-03-10 01:15:00,853110
2017-03-10 01:30:00,894945
2017-03-10 01:45:00,938210
2017-03-10 02:00:00,885066
2017-03-10 02:15:00,895413
2017-03-10 02:30:00,929529
2017-03-10 02:45:00,882482
2017-03-10 03:00:00,865467
2017-03-10 03:15:00,862878
2017-03-10 03:30:00,927378
2017-03-10 03:45:00,894636
2017-03-10 04:00:00,942132
2017-03-10 04:15:00,885193
2017-03-10 04:30:00,920217
2017-03-10 04:45:00,888377
2017-03-10 05:00:00,852908
2017-03-10 05:15:00,862107
2017-03-10 05:30:00,942822
2017-03-10 05:45:00,944048
2017-03-10 06:00:00,892601
2017-03-10 06:15:00,947404
2017-03-10 06:30:00,864393
2017-03-10 06:45:00,913421
2017-03-10 07:00:00,941006
2017-03-10 07:15:00,926806
2017-03-10 07:30:00,884488
2017-03-10 07:45:00,929858
2017-03-10 08:00:00,930824
2017-03-10 08:15:00,914677
2017-03-10 08:30:00,928265
2017-03-10 08:45:00,940999
2017-03-10 09:00:00,866627
2017-03-10 09:15:00,865928
2017-03-10 09:30:00,850498
2017-03-10 09:45:00,929333
2017-03-10 10:00:00,883364
2017-03-10 10:15:00,875956
2017-03-10 10:30:00,940437
2017-03-10 10:45:00,899495
2017-03-10 11:00:00,882333
2017-03-10 11:15:00,902632
2017-03-10 11:30:00,945127
2017-03-10 11:45:00,871476
2017-03-10 12:00:00,916590
2017-03-10 12:15:00,921342
2017-03-10 12:30:00,853809
2017-03-10 12:45:00,892918
2017-03-10 13:00:00,864553
2017-03-10 13:15:00,900855
2017-03-10 13:30:00,863097
2017-03-10 13:45:00,859771
2017-03-10 14:00:00,881820
2017-03-10 14:15:00,910534
2017-03-10 14:30:00,857256
2017-03-10 14:45:00,910158
2017-03-10 15:00:00,921841
2017-03-10 15:15:00,852301
2017-03-10 15:30:00,937509
2017-03-10 15:45:00,921320
2017-03-10 16:00:00,924403
2017-03-10 16:15:00,906565
2017-03-10 16:30:00,900921
2017-03-10 16:45:00,904161
2017-03-10 17:00:00,859022
2017-03-10 17:15:00,869427
2017-03-10 17:30:00,920430
2017-03-10 17:45:00,867223
2017-03-10 18:00:00,938005
2017-03-10 18:15:00,906904
2017-03-10 18:30:00,878061
2017-03-10 18:45:00,931642
2017-03-10 19:00:00,938248
2017-03-10 19:15:00,933945
2017-03-10 19:30:00,854974
2017-03-10 19:45:00,911836
2017-03-10 20:00:00,939104
2017-03-10 20:15:00,905874
2017-03-10 20:30:00,899115
2017-03-10 20:45:00,896829
2017-03-10 21:00:00,904650
2017-03-10 21:15:00,921448
2017-03-10 21:30:00,937208
2017-03-10 21:45:00,901839
2017-03-10 22:00:00,899014
2017-03-10 22:15:00,946331
2017-03-10 22:30:00,898353
2017-03-10 22:45:00,918524
2017-03-10 23:00:00,941190
2017-03-10 23:15:00,867308
2017-03-10 23:30:00,905102
2017-03-10 23:45:00,860431
2017-03-11 00:00:00,903417
2017-03-11 00:15:00,876398
2017-03-11 00:30:00,913481
2017-03-11 00:45:00,891528
2017-03-11 01:00:00,926792
2017-03-11 01:15:00,918201
2017-03-11 01:30:00,851415
2017-03-11 01:45:00,910925
2017-03-11 02:00:00,918820
2017-03-11 02:15:00,863038
2017-03-11 02:30:00,916589
2017-03-11 02:45:00,906179
2017-03-11 03:00:00,881997
2017-03-11 03:15:00,941125
2017-03-11 03:30:00,940238
2017-03-11 03:45:00,869859
2017-03-11 04:00:00,948165
2017-03-11 04:15:00,899947
2017-03-11 04:30:00,908129
2017-03-11 04:45:00,941964
2017-03-11 05:00:00,905821
2017-03-11 05:15:00,926956
2017-03-11 05:30:00,936448
2017-03-11 05:45:00,941576
2017-03-11 06:00:00,942353
2017-03-11 06:15:00,895683
2017-03-11 06:30:00,940621
2017-03-11 06:45:00,885394
2017-03-11 07:00:00,932121
2017-03-11 07:15:00,919345
2017-03-11 07:30:00,861027
2017-03-11 07:45:00,920113
2017-03-11 08:00:00,925385
2017-03-11 08:15:00,901908
2017-03-11 08:30:00,893595
2017-03-11 08:45:00,932228
2017-03-11 09:00:00,873065
2017-03-11 09:15:00,925932
2017-03-11 09:30:00,903594
2017-03-11 09:45:00,861746
2017-03-11 10:00:00,863645
2017-03-11 10:15:00,866555
2017-03-11 10:30:00,934683
2017-03-11 10:45:00,921376
2017-03-11 11:00:00,902485
2017-03-11 11:15:00,911854
2017-03-11 11:30:00,931346
2017-03-11 11:45:00,920150
2017-03-11 12:00:00,911170
2017-03-11 12:15:00,867997
2017-03-11 12:30:00,907678
2017-03-11 12:45:00,930742
2017-03-11 13:00:00,911119
2017-03-11 13:15:00,923817
2017-03-11 13:30:00,877981
2017-03-11 13:45:00,926763
2017-03-11 14:00:00,876408
2017-03-11 14:15:00,858417
2017-03-11 14:30:00,923084
2017-03-11 14:45:00,888674
2017-03-11 15:00:00,862818
2017-03-11 15:15:00,867385
2017-03-11 15:30:00,870500
2017-03-11 15:45:00,877576
2017-03-11 16:00:00,926203
2017-03-11 16:15:00,895793
2017-03-11 16:30:00,942122
2017-03-11 16:45:00,884913
2017-03-11 17:00:00,884552
2017-03-11 17:15:00,888956
2017-03-11 17:30:00,931126
2017-03-11 17:45:00,871329
2017-03-11 18:00:00,877115
2017-03-11 18:15:00,854979
2017-03-11 18:30:00,889161
2017-03-11 18:45:00,928827
2017-03-11 19:00:00,904971
2017-03-11 19:15:00,906842
2017-03-11 19:30:00,866854
2017-03-11 19:45:00,938558
2017-03-11 20:00:00,945674
2017-03-11 20:15:00,938076
2017-03-11 20:30:00,917185
2017-03-11 20:45:00,867148
2017-03-11 21:00:00,892900
2017-03-11 21:15:00,888826
2017-03-11 21:30:00,856586
2017-03-11 21:45:00,885192
2017-03-11 22:00:00,920376
2017-03-11 22:15:00,889858
2017-03-11 22:30:00,927081
2017-03-11 22:45:00,949284
2017-03-11 23:00:00,918414
2017-03-11 23:15:00,921990
2017-03-11 23:30:00,865061
2017-03-11 23:45:00,946920
2017-03-12 00:00:00,942557
2017-03-12 00:15:00,887145
2017-03-12 00:30:00,919729
2017-03-12 00:45:00,876507
2017-03-12 01:00:00,877320
2017-03-12 01:15:00,931958
2017-03-12 01:30:00,919747
2017-03-12 01:45:00,892658
2017-03-12 02:00:00,855176
2017-03-12 02:15:00,883628
2017-03-12 02:30:00,856578
2017-03-12 02:45:00,884059
2017-03-12 03:00:00,918901
2017-03-12 03:15:00,938804
2017-03-12 03:30:00,897005
2017-03-12 03:45:00,864202
2017-03-12 04:00:00,892984
2017-03-12 04:15:00,876950
2017-03-12 04:30:00,940354
2017-03-12 04:45:00,871617
2017-03-12 05:00:00,866964
2017-03-12 05:15:00,905901
2017-03-12 05:30:00,858983
2017-03-12 05:45:00,869788
2017-03-12 06:00:00,909914
2017-03-12 06:15:00,946898
2017-03-12 06:30:00,877407
2017-03-12 06:45:00,880851
2017-03-12 07:00:00,900514
2017-03-12 07:15:00,885089
2017-03-12 07:30:00,873238
2017-03-12 07:45:00,904626
2017-03-12 08:00:00,851186
2017-03-12 08:15:00,885506
2017-03-12 08:30:00,901650
2017-03-12 08:45:00,907665
2017-03-12 09:00:00,871326
2017-03-12 09:15:00,922583
2017-03-12 09:30:00,936726
2017-03-12 09:45:00,888625
2017-03-12 10:00:00,866196
2017-03-12 10:15:00,944014
2017-03-12 10:30:00,874322
2017-03-12 10:45:00,943202
2017-03-12 11:00:00,910275
2017-03-12 11:15:00,911777
2017-03-12 11:30:00,896900
2017-03-12 11:45:00,886319
2017-03-12 12:00:00,883672
2017-03-12 12:15:00,932707
2017-03-12 12:30:00,855200
2017-03-12 12:45:00,852328
2017-03-12 13:00:00,923631
2017-03-12 13:15:00,915016
2017-03-12 13:30:00,865821
2017-03-12 13:45:00,937219
2017-03-12 14:00:00,946689
2017-03-12 14:15:00,936676
2017-03-12 14:30:00,866612
2017-03-12 14:45:00,912284
2017-03-12 15:00:00,948073
2017-03-12 15:15:00,878828
2017-03-12 15:30:00,942166
2017-03-12 15:45:00,945514
2017-03-12 16:00:00,873097
2017-03-12 16:15:00,884363
2017-03-12 16:30:00,867435
2017-03-12 16:45:00,946865
2017-03-12 17:00:00,883581
2017-03-12 17:15:00,897135
2017-03-12 17:30:00,947131
2017-03-12 17:45:00,934087
2017-03-12 18:00:00,934482
2017-03-12 18:15:00,947482
2017-03-12 18:30:00,850821
2017-03-12 18:45:00,884995
2017-03-12 19:00:00,930930
2017-03-12 19:15:00,940680
2017-03-12 19:30:00,883115
2017-03-12 19:45:00,874780
2017-03-12 20:00:00,865909
2017-03-12 20:15:00,944009
2017-03-12 20:30:00,887603
2017-03-12 20:45:00,948405
2017-03-12 21:00:00,917660
2017-03-12 21:15:00,902492
2017-03-12 21:30:00,869745
2017-03-12 21:45:00,850861
2017-03-12 22:00:00,861532
2017-03-12 22:15:00,901194
2017-03-12 22:30:00,865833
2017-03-12 22:45:00,869027
2017-03-12 23:00:00,875511
2017-03-12 23:15:00,881762
2017-03-12 23:30:00,878595
2017-03-12 23:45:00,930113
2017-03-13 00:00:00,927039
2017-03-13 00:15:00,912971
2017-03-13 00:30:00,880683
2017-03-13 00:45:00,931560
2017-03-13 01:00:00,906249
2017-03-13 01:15:00,917133
2017-03-13 01:30:00,850976
2017-03-13 01:45:00,928757
2017-03-13 02:00:00,905564
2017-03-13 02:15:00,945643
2017-03-13 02:30:00,944997
2017-03-13 02:45:00,914942
2017-03-13 03:00:00,917488
2017-03-13 03:15:00,886033
2017-03-13 03:30:00,936141
2017-03-13 03:45:00,930157
2017-03-13 04:00:00,928520
2017-03-13 04:15:00,902658
2017-03-13 04:30:00,945264
2017-03-13 04:45:00,915455
2017-03-13 05:00:00,930959
2017-03-13 05:15:00,865742
2017-03-13 05:30:00,897172
2017-03-13 05:45:00,934911
2017-03-13 06:00:00,930372
2017-03-13 06:15:00,864764
2017-03-13 06:30:00,880055
2017-03-13 06:45:00,916481
2017-03-13 07:00:00,895775
2017-03-13 07:15:00,852976
2017-03-13 07:30:00,923877
2017-03-13 07:45:00,901660
2017-03-13 08:00:00,900479
2017-03-13 08:15:00,910989
2017-03-13 08:30:00,943547
2017-03-13 08:45:00,883102
2017-03-13 09:00:00,941346
2017-03-13 09:15:00,863237
2017-03-13 09:30:00,850935
2017-03-13 09:45:00,860099
2017-03-13 10:00:00,920441
2017-03-13 10:15:00,941453
2017-03-13 10:30:00,872816
2017-03-13 10:45:00,922610
2017-03-13 11:00:00,930894
2017-03-13 11:15:00,907032
2017-03-13 11:30:00,931617
2017-03-13 11:45:00,946876
2017-03-13 12:00:00,863648
2017-03-13 12:15:00,880390
2017-03-13 12:30:00,939251
2017-03-13 12:45:00,890701
2017-03-13 13:00:00,872617
2017-03-13 13:15:00,891017
2017-03-13 13:30:00,890285
2017-03-13 13:45:00,862902
2017-03-13 14:00:00,932215
2017-03-13 14:15:00,902313
2017-03-13 14:30:00,930197
2017-03-13 14:45:00,868274
2017-03-13 15:00:00,889373
2017-03-13 15:15:00,896408
2017-03-13 15:30:00,878343
2017-03-13 15:45:00,911614
2017-03-13 16:00:00,877683
2017-03-13 16:15:00,904366
2017-03-13 16:30:00,886548
2017-03-13 16:45:00,871032
2017-03-13 17:00:00,884472
2017-03-13 17:15:00,871812
2017-03-13 17:30:00,871399
2017-03-13 17:45:00,948294
2017-03-13 18:00:00,914809
2017-03-13 18:15:00,864384
2017-03-13 18:30:00,850291
2017-03-13 18:45:00,910232
2017-03-13 19:00:00,873260
2017-03-13 19:15:00,855551
2017-03-13 19:30:00,933952
2017-03-13 19:45:00,886281
2017-03-13 20:00:00,894039
2017-03-13 20:15:00,887660
2017-03-13 20:30:00,903845
2017-03-13 20:45:00,869989
2017-03-13 21:00:00,879569
2017-03-13 21:15:00,894081
2017-03-13 21:30:00,927963
2017-03-13 21:45:00,905791
2017-03-13 22:00:00,909477
2017-03-13 22:15:00,946733
2017-03-13 22:30:00,918344
2017-03-13 22:45:00,935352
2017-03-13 23:00:00,863374
2017-03-13 23:15:00,903473
2017-03-13 23:30:00,896775
2017-03-13 23:45:00,864530
2017-03-14 00:00:00,884751
2017-03-14 00:15:00,912440
2017-03-14 00:30:00,907663
2017-03-14 00:45:00,929983
2017-03-14 01:00:00,874352
2017-03-14 01:15:00,903419
2017-03-14 01:30:00,915210
2017-03-14 01:45:00,887266
2017-03-14 02:00:00,857051
2017-03-14 02:15:00,926172
2017-03-14 02:30:00,856922
2017-03-14 02:45:00,922366
2017-03-14 03:00:00,878099
2017-03-14 03:15:00,948053
2017-03-14 03:30:00,876005
2017-03-14 03:45:00,851049
2017-03-14 04:00:00,949637
2017-03-14 04:15:00,868761
2017-03-14 04:30:00,907777
2017-03-14 04:45:00,859098
2017-03-14 05:00:00,884727
2017-03-14 05:15:00,894992
2017-03-14 05:30:00,915500
2017-03-14 05:45:00,917140
2017-03-14 06:00:00,941138
2017-03-14 06:15:00,924190
2017-03-14 06:30:00,933509
2017-03-14 06:45:00,886186
2017-03-14 07:00:00,864815
2017-03-14 07:15:00,872240
2017-03-14 07:30:00,865745
2017-03-14 07:45:00,934563
2017-03-14 08:00:00,859583
2017-03-14 08:15:00,936256
2017-03-14 08:30:00,867363
2017-03-14 08:45:00,928953
2017-03-14 09:00:00,922549
2017-03-14 09:15:00,890572
2017-03-14 09:30:00,909465
2017-03-14 09:45:00,860104
2017-03-14 10:00:00,887268
2017-03-14 10:15:00,919128
2017-03-14 10:30:00,862022
2017-03-14 10:45:00,925433
2017-03-14 11:00:00,931675
2017-03-14 11:15:00,880709
2017-03-14 11:30:00,899101
2017-03-14 11:45:00,918016
2017-03-14 12:00:00,912685
2017-03-14 12:15:00,910996
2017-03-14 12:30:00,915851
2017-03-14 12:45:00,890325
2017-03-14 13:00:00,867487
2017-03-14 13:15:00,926314
2017-03-14 13:30:00,919093
2017-03-14 13:45:00,928881
2017-03-14 14:00:00,936905
2017-03-14 14:15:00,923816
2017-03-14 14:30:00,907428
2017-03-14 14:45:00,920343
2017-03-14 15:00:00,948829
2017-03-14 15:15:00,944443
2017-03-14 15:30:00,912013
2017-03-14 15:45:00,852470
2017-03-14 16:00:00,915749
2017-03-14 16:15:00,933141
2017-03-14 16:30:00,939419
2017-03-14 16:45:00,949550
2017-03-14 17:00:00,894764
2017-03-14 17:15:00,930213
2017-03-14 17:30:00,906549
2017-03-14 17:45:00,934199
2017-03-14 18:00:00,930376
2017-03-14 18:15:00,883074
2017-03-14 18:30:00,901303
2017-03-14 18:45:00,913710
2017-03-14 19:00:00,894628
2017-03-14 19:15:00,884523
2017-03-14 19:30:00,926656
2017-03-14 19:45:00,858184
2017-03-14 20:00:00,904964
2017-03-14 20:15:00,937756
2017-03-14 20:30:00,921289
2017-03-14 20:45:00,936676
2017-03-14 21:00:00,879986
2017-03-14 21:15:00,888813
2017-03-14 21:30:00,922840
2017-03-14 21:45:00,853521
2017-03-14 22:00:00,932886
2017-03-14 22:15:00,853337
2017-03-14 22:30:00,898335
2017-03-14 22:45:00,870823
2017-03-14 23:00:00,902590
2017-03-14 23:15:00,943662
2017-03-14 23:30:00,897794
2017-03-14 23:45:00,915020
2017-03-15 00:00:00,886461
2017-03-15 00:15:00,850991
2017-03-15 00:30:00,919680
2017-03-15 00:45:00,918412
2017-03-15 01:00:00,903870
2017-03-15 01:15:00,894347
2017-03-15 01:30:00,891621
2017-03-15 01:45:00,932626
2017-03-15 02:00:00,897011
2017-03-15 02:15:00,877832
2017-03-15 02:30:00,853505
2017-03-15 02:45:00,890153
2017-03-15 03:00:00,904220
2017-03-15 03:15:00,862709
2017-03-15 03:30:00,931946
2017-03-15 03:45:00,941106
2017-03-15 04:00:00,859275
2017-03-15 04:15:00,909751
2017-03-15 04:30:00,929443
2017-03-15 04:45:00,862203
2017-03-15 05:00:00,933043
2017-03-15 05:15:00,949368
2017-03-15 05:30:00,866111
2017-03-15 05:45:00,878545
2017-03-15 06:00:00,865208
2017-03-15 06:15:00,875579
2017-03-15 06:30:00,927411
2017-03-15 06:45:00,900977
2017-03-15 07:00:00,930568
2017-03-15 07:15:00,883554
2017-03-15 07:30:00,859958
2017-03-15 07:45:00,949032
2017-03-15 08:00:00,926194
2017-03-15 08:15:00,913412
2017-03-15 08:30:00,898460
2017-03-15 08:45:00,927368
2017-03-15 09:00:00,862435
2017-03-15 09:15:00,928592
2017-03-15 09:30:00,921068
2017-03-15 09:45:00,857193
2017-03-15 10:00:00,912755
2017-03-15 10:15:00,866315
2017-03-15 10:30:00,920758
2017-03-15 10:45:00,852186
2017-03-15 11:00:00,865255
2017-03-15 11:15:00,883000
2017-03-15 11:30:00,919394
2017-03-15 11:45:00,873753
2017-03-15 12:00:00,863555
2017-03-15 12:15:00,924118
2017-03-15 12:30:00,930499
2017-03-15 12:45:00,888994
2017-03-15 13:00:00,855215
2017-03-15 13:15:00,929942
2017-03-15 13:30:00,912841
2017-03-15 13:45:00,852912
2017-03-15 14:00:00,894003
2017-03-15 14:15:00,902786
2017-03-15 14:30:00,851963
2017-03-15 14:45:00,869839
2017-03-15 15:00:00,911313
2017-03-15 15:15:00,911503
2017-03-15 15:30:00,853185
2017-03-15 15:45:00,869327
2017-03-15 16:00:00,874659
2017-03-15 16:15:00,942822
2017-03-15 16:30:00,898730
2017-03-15 16:45:00,867433
2017-03-15 17:00:00,869360
2017-03-15 17:15:00,870866
2017-03-15 17:30:00,855700
2017-03-15 17:45:00,883739
2017-03-15 18:00:00,878120
2017-03-15 18:15:00,852464
2017-03-15 18:30:00,865940
2017-03-15 18:45:00,868183
2017-03-15 19:00:00,884984
2017-03-15 19:15:00,906937
2017-03-15 19:30:00,915941
2017-03-15 19:45:00,931001
2017-03-15 20:00:00,939577
2017-03-15 20:15:00,902051
2017-03-15 20:30:00,852904
2017-03-15 20:45:00,883432
2017-03-15 21:00:00,922697
2017-03-15 21:15:00,880076
2017-03-15 21:30:00,851049
2017-03-15 21:45:00,883186
2017-03-15 22:00:00,906957
2017-03-15 22:15:00,891316
2017-03-15 22:30:00,931496
2017-03-15 22:45:00,877916
2017-03-15 23:00:00,911767
2017-03-15 23:15:00,852736
2017-03-15 23:30:00,858292
2017-03-15 23:45:00,916519
2017-03-16 00:00:00,946491
2017-03-16 00:15:00,889651
2017-03-16 00:30:00,919210
2017-03-16 00:45:00,926057
2017-03-16 01:00:00,861721
2017-03-16 01:15:00,850609
2017-03-16 01:30:00,881056
2017-03-16 01:45:00,869718
2017-03-16 02:00:00,891887
2017-03-16 02:15:00,851665
2017-03-16 02:30:00,860919
2017-03-16 02:45:00,853506
2017-03-16 03:00:00,921059
2017-03-16 03:15:00,852168
2017-03-16 03:30:00,876476
2017-03-16 03:45:00,898396
2017-03-16 04:00:00,852427
2017-03-16 04:15:00,864800
2017-03-16 04:30:00,891017
2017-03-16 04:45:00,857305
2017-03-16 05:00:00,889036
2017-03-16 05:15:00,944054
2017-03-16 05:30:00,879950
2017-03-16 05:45:00,859428
2017-03-16 06:00:00,869092
2017-03-16 06:15:00,865721
2017-03-16 06:30:00,932140
2017-03-16 06:45:00,935469
2017-03-16 07:00:00,900829
2017-03-16 07:15:00,897533
2017-03-16 07:30:00,862520
2017-03-16 07:45:00,884229
2017-03-16 08:00:00,907948
2017-03-16 08:15:00,890568
2017-03-16 08:30:00,925514
2017-03-16 08:45:00,914749
2017-03-16 09:00:00,862201
2017-03-16 09:15:00,908955
2017-03-16 09:30:00,908993
2017-03-16 09:45:00,949215
2017-03-16 10:00:00,861479
2017-03-16 10:15:00,873180
2017-03-16 10:30:00,936629
2017-03-16 10:45:00,906106
2017-03-16 11:00:00,949668
2017-03-16 11:15:00,898650
2017-03-16 11:30:00,911580
2017-03-16 11:45:00,854291
2017-03-16 12:00:00,927446
2017-03-16 12:15:00,901829
2017-03-16 12:30:00,915857
2017-03-16 12:45:00,889484
2017-03-16 13:00:00,928469
2017-03-16 13:15:00,888795
2017-03-16 13:30:00,879563
2017-03-16 13:45:00,929435
2017-03-16 14:00:00,885996
2017-03-16 14:15:00,932073
2017-03-16 14:30:00,935329
2017-03-16 14:45:00,917562
2017-03-16 15:00:00,883262
2017-03-16 15:15:00,884364
2017-03-16 15:30:00,890585
2017-03-16 15:45:00,865021
2017-03-16 16:00:00,941456
2017-03-16 16:15:00,884233
2017-03-16 16:30:00,900498
2017-03-16 16:45:00,913024
2017-03-16 17:00:00,889605
2017-03-16 17:15:00,915542
2017-03-16 17:30:00,883757
2017-03-16 17:45:00,935657
2017-03-16 18:00:00,860609
2017-03-16 18:15:00,940632
2017-03-16 18:30:00,929101
2017-03-16 18:45:00,941545
2017-03-16 19:00:00,887185
2017-03-16 19:15:00,942458
2017-03-16 19:30:00,865208
2017-03-16 19:45:00,947543
2017-03-16 20:00:00,874811
2017-03-16 20:15:00,898410
2017-03-16 20:30:00,946679
2017-03-16 20:45:00,944822
2017-03-16 21:00:00,928197
2017-03-16 21:15:00,882547
2017-03-16 21:30:00,931062
2017-03-16 21:45:00,875397
2017-03-16 22:00:00,933690
2017-03-16 22:15:00,913937
2017-03-16 22:30:00,895604
2017-03-16 22:45:00,934950
2017-03-16 23:00:00,912736
2017-03-16 23:15:00,878108
2017-03-16 23:30:00,922334
2017-03-16 23:45:00,899541
2017-03-17 00:00:00,876097
2017-03-17 00:15:00,875664
2017-03-17 00:30:00,946973
2017-03-17 00:45:00,920256
2017-03-17 01:00:00,858362
2017-03-17 01:15:00,921613
2017-03-17 01:30:00,913631
2017-03-17 01:45:00,855294
2017-03-17 02:00:00,943573
2017-03-17 02:15:00,886925
2017-03-17 02:30:00,896198
2017-03-17 02:45:00,942950
2017-03-17 03:00:00,935644
2017-03-17 03:15:00,885249
2017-03-17 03:30:00,936052
2017-03-17 03:45:00,864476
2017-03-17 04:00:00,895270
2017-03-17 04:15:00,911423
2017-03-17 04:30:00,934237
2017-03-17 04:45:00,933729
2017-03-17 05:00:00,884667
2017-03-17 05:15:00,945601
2017-03-17 05:30:00,943201
2017-03-17 05:45:00,908332
2017-03-17 06:00:00,938907
2017-03-17 06:15:00,854669
2017-03-17 06:30:00,919258
2017-03-17 06:45:00,863820
2017-03-17 07:00:00,940585
2017-03-17 07:15:00,918388
2017-03-17 07:30:00,938601
2017-03-17 07:45:00,939304
2017-03-17 08:00:00,874466
2017-03-17 08:15:00,941370
2017-03-17 08:30:00,899991
2017-03-17 08:45:00,871365
2017-03-17 09:00:00,932681
2017-03-17 09:15:00,893025
2017-03-17 09:30:00,904567
2017-03-17 09:45:00,865173
2017-03-17 10:00:00,877811
2017-03-17 10:15:00,854061
2017-03-17 10:30:00,899200
2017-03-17 10:45:00,874497
2017-03-17 11:00:00,908879
2017-03-17 11:15:00,907099
2017-03-17 11:30:00,863793
2017-03-17 11:45:00,907253
2017-03-17 12:00:00,869201
2017-03-17 12:15:00,862192
2017-03-17 12:30:00,945732
2017-03-17 12:45:00,852979
2017-03-17 13:00:00,894770
2017-03-17 13:15:00,923294
2017-03-17 13:30:00,946999
2017-03-17 13:45:00,869319
2017-03-17 14:00:00,916739
2017-03-17 14:15:00,911511
2017-03-17 14:30:00,881204
2017-03-17 14:45:00,892200
2017-03-17 15:00:00,866300
2017-03-17 15:15:00,875111
2017-03-17 15:30:00,928853
2017-03-17 15:45:00,893425
2017-03-17 16:00:00,932437
2017-03-17 16:15:00,875604
2017-03-17 16:30:00,868393
2017-03-17 16:45:00,923955
2017-03-17 17:00:00,942443
2017-03-17 17:15:00,881362
2017-03-17 17:30:00,879397
2017-03-17 17:45:00,891028
2017-03-17 18:00:00,876549
2017-03-17 18:15:00,900535
2017-03-17 18:30:00,869057
2017-03-17 18:45:00,882080
2017-03-17 19:00:00,919358
2017-03-17 19:15:00,913568
2017-03-17 19:30:00,864002
2017-03-17 19:45:00,917165
2017-03-17 20:00:00,858124
2017-03-17 20:15:00,923179
2017-03-17 20:30:00,895494
2017-03-17 20:45:00,881887
2017-03-17 21:00:00,875615
2017-03-17 21:15:00,920531
2017-03-17 21:30:00,892599
2017-03-17 21:45:00,918799
2017-03-17 22:00:00,933299
2017-03-17 22:15:00,883946
2017-03-17 22:30:00,891280
2017-03-17 22:45:00,886623
2017-03-17 23:00:00,851533
2017-03-17 23:15:00,865258
2017-03-17 23:30:00,868293
2017-03-17 23:45:00,896194
2017-03-18 00:00:00,936591
2017-03-18 00:15:00,867927
2017-03-18 00:30:00,882520
2017-03-18 00:45:00,915648
2017-03-18 01:00:00,850383
2017-03-18 01:15:00,949842
2017-03-18 01:30:00,872760
2017-03-18 01:45:00,872866
2017-03-18 02:00:00,855725
2017-03-18 02:15:00,853785
2017-03-18 02:30:00,941394
2017-03-18 02:45:00,935707
2017-03-18 03:00:00,882740
2017-03-18 03:15:00,903614
2017-03-18 03:30:00,906579
