Zeitstempel,Wert
2017-03-12 12:30:00,896739
2017-03-12 12:45:00,881561
2017-03-12 13:00:00,873226
2017-03-12 13:15:00,853330
2017-03-12 13:30:00,870084
2017-03-12 13:45:00,891876
2017-03-12 14:00:00,912278
2017-03-12 14:15:00,890207
2017-03-12 14:30:00,887278
2017-03-12 14:45:00,863512
2017-03-12 15:00:00,923872
2017-03-12 15:15:00,939891
2017-03-12 15:30:00,947086
2017-03-12 15:45:00,932542
2017-03-12 16:00:00,885307
2017-03-12 16:15:00,887958
2017-03-12 16:30:00,899190
2017-03-12 16:45:00,935507
2017-03-12 17:00:00,855774
2017-03-12 17:15:00,947076
2017-03-12 17:30:00,924193
2017-03-12 17:45:00,861841
2017-03-12 18:00:00,897594
2017-03-12 18:15:00,859403
2017-03-12 18:30:00,941617
2017-03-12 18:45:00,897531
2017-03-12 19:00:00,851294
2017-03-12 19:15:00,915848
2017-03-12 19:30:00,888901
2017-03-12 19:45:00,886082
2017-03-12 20:00:00,937704
2017-03-12 20:15:00,891124
2017-03-12 20:30:00,889498
2017-03-12 20:45:00,909375
2017-03-12 21:00:00,905933
2017-03-12 21:15:00,889618
2017-03-12 21:30:00,860864
2017-03-12 21:45:00,851024
2017-03-12 22:00:00,949764
2017-03-12 22:15:00,886131
2017-03-12 22:30:00,861836
2017-03-12 22:45:00,938179
2017-03-12 23:00:00,915749
2017-03-12 23:15:00,889258
2017-03-12 23:30:00,927018
2017-03-12 23:45:00,857637
2017-03-13 00:00:00,892374
2017-03-13 00:15:00,905253
2017-03-13 00:30:00,930863
2017-03-13 00:45:00,891817
2017-03-13 01:00:00,892305
2017-03-13 01:15:00,929851
2017-03-13 01:30:00,911457
2017-03-13 01:45:00,862009
2017-03-13 02:00:00,901418
2017-03-13 02:15:00,944839
2017-03-13 02:30:00,922826
2017-03-13 02:45:00,941318
2017-03-13 03:00:00,874594
2017-03-13 03:15:00,863134
2017-03-13 03:30:00,947849
2017-03-13 03:45:00,853937
2017-03-13 04:00:00,868248
2017-03-13 04:15:00,884305
2017-03-13 04:30:00,949692
2017-03-13 04:45:00,898923
2017-03-13 05:00:00,876861
2017-03-13 05:15:00,872469
2017-03-13 05:30:00,876997
2017-03-13 05:45:00,934149
2017-03-13 06:00:00,889348
2017-03-13 06:15:00,873743
2017-03-13 06:30:00,915643
2017-03-13 06:45:00,924325
2017-03-13 07:00:00,860634
2017-03-13 07:15:00,862401
2017-03-13 07:30:00,878836
2017-03-13 07:45:00,863808
2017-03-13 08:00:00,909446
2017-03-13 08:15:00,943569
2017-03-13 08:30:00,862919
2017-03-13 08:45:00,914006
2017-03-13 09:00:00,893828
2017-03-13 09:15:00,874820
2017-03-13 09:30:00,884526
2017-03-13 09:45:00,909272
2017-03-13 10:00:00,854966
2017-03-13 10:15:00,900636
2017-03-13 10:30:00,911279
2017-03-13 10:45:00,941164
2017-03-13 11:00:00,891705
2017-03-13 11:15:00,912884
2017-03-13 11:30:00,868827
2017-03-13 11:45:00,862146
2017-03-13 12:00:00,895182
2017-03-13 12:15:00,918145
2017-03-13 12:30:00,896914
2017-03-13 12:45:00,884516
2017-03-13 13:00:00,915358
2017-03-13 13:15:00,870621
2017-03-13 13:30:00,933744
2017-03-13 13:45:00,921412
2017-03-13 14:00:00,928364
2017-03-13 14:15:00,927746
2017-03-13 14:30:00,945850
2017-03-13 14:45:00,854990
2017-03-13 15:00:00,871402
2017-03-13 15:15:00,925325
2017-03-13 15:30:00,938783
2017-03-13 15:45:00,922982
2017-03-13 16:00:00,926463
2017-03-13 16:15:00,871092
2017-03-13 16:30:00,879490
2017-03-13 16:45:00,941684
2017-03-13 17:00:00,916357
2017-03-13 17:15:00,936602
2017-03-13 17:30:00,895274
2017-03-13 17:45:00,937511
2017-03-13 18:00:00,885420
2017-03-13 18:15:00,905556
2017-03-13 18:30:00,890592
2017-03-13 18:45:00,932170
2017-03-13 19:00:00,946498
2017-03-13 19:15:00,906375
2017-03-13 19:30:00,859434
2017-03-13 19:45:00,919696
2017-03-13 20:00:00,900246
2017-03-13 20:15:00,928769
2017-03-13 20:30:00,946096
2017-03-13 20:45:00,866496
2017-03-13 21:00:00,850324
2017-03-13 21:15:00,877480
2017-03-13 21:30:00,887651
2017-03-13 21:45:00,943066
2017-03-13 22:00:00,916884
2017-03-13 22:15:00,864216
2017-03-13 22:30:00,936975
2017-03-13 22:45:00,947680
2017-03-13 23:00:00,873038
2017-03-13 23:15:00,901782
2017-03-13 23:30:00,858577
2017-03-13 23:45:00,852602
2017-03-14 00:00:00,911512
2017-03-14 00:15:00,915608
2017-03-14 00:30:00,917786
2017-03-14 00:45:00,926946
2017-03-14 01:00:00,918384
2017-03-14 01:15:00,940249
2017-03-14 01:30:00,865291
2017-03-14 01:45:00,916772
2017-03-14 02:00:00,913560
2017-03-14 02:15:00,925751
2017-03-14 02:30:00,896660
2017-03-14 02:45:00,896046
2017-03-14 03:00:00,937511
2017-03-14 03:15:00,933841
2017-03-14 03:30:00,862331
2017-03-14 03:45:00,877182
2017-03-14 04:00:00,858279
2017-03-14 04:15:00,945177
2017-03-14 04:30:00,861743
2017-03-14 04:45:00,905902
2017-03-14 05:00:00,916762
2017-03-14 05:15:00,854793
2017-03-14 05:30:00,873919
2017-03-14 05:45:00,930769
2017-03-14 06:00:00,893960
2017-03-14 06:15:00,932770
2017-03-14 06:30:00,905478
2017-03-14 06:45:00,915502
2017-03-14 07:00:00,946749
2017-03-14 07:15:00,891038
2017-03-14 07:30:00,927915
2017-03-14 07:45:00,892521
2017-03-14 08:00:00,886133
2017-03-14 08:15:00,941333
2017-03-14 08:30:00,855528
2017-03-14 08:45:00,867958
2017-03-14 09:00:00,921244
2017-03-14 09:15:00,930929
2017-03-14 09:30:00,924898
2017-03-14 09:45:00,886639
2017-03-14 10:00:00,875065
2017-03-14 10:15:00,913283
2017-03-14 10:30:00,904589
2017-03-14 10:45:00,897165
2017-03-14 11:00:00,868581
2017-03-14 11:15:00,926928
2017-03-14 11:30:00,872285
2017-03-14 11:45:00,879309
2017-03-14 12:00:00,944191
2017-03-14 12:15:00,894077
2017-03-14 12:30:00,873133
2017-03-14 12:45:00,928482
2017-03-14 13:00:00,876730
2017-03-14 13:15:00,878548
2017-03-14 13:30:00,916936
2017-03-14 13:45:00,855771
2017-03-14 14:00:00,863259
2017-03-14 14:15:00,891990
2017-03-14 14:30:00,891183
2017-03-14 14:45:00,912712
2017-03-14 15:00:00,896660
2017-03-14 15:15:00,882985
2017-03-14 15:30:00,867972
2017-03-14 15:45:00,860786
2017-03-14 16:00:00,909600
2017-03-14 16:15:00,893579
2017-03-14 16:30:00,905696
2017-03-14 16:45:00,938469
2017-03-14 17:00:00,869610
2017-03-14 17:15:00,851456
2017-03-14 17:30:00,944612
2017-03-14 17:45:00,949704
2017-03-14 18:00:00,895505
2017-03-14 18:15:00,944058
2017-03-14 18:30:00,903063
2017-03-14 18:45:00,859535
2017-03-14 19:00:00,939257
2017-03-14 19:15:00,904956
2017-03-14 19:30:00,949283
2017-03-14 19:45:00,944437
2017-03-14 20:00:00,852506
2017-03-14 20:15:00,872182
2017-03-14 20:30:00,868652
2017-03-14 20:45:00,868672
2017-03-14 21:00:00,878213
2017-03-14 21:15:00,908290
2017-03-14 21:30:00,898262
2017-03-14 21:45:00,902959
2017-03-14 22:00:00,859707
2017-03-14 22:15:00,918937
2017-03-14 22:30:00,928257
2017-03-14 22:45:00,910181
2017-03-14 23:00:00,935238
2017-03-14 23:15:00,874172
2017-03-14 23:30:00,902714
2017-03-14 23:45:00,923181
2017-03-15 00:00:00,922428
2017-03-15 00:15:00,916641
2017-03-15 00:30:00,856448
2017-03-15 00:45:00,854042
2017-03-15 01:00:00,884908
2017-03-15 01:15:00,914856
2017-03-15 01:30:00,949345
2017-03-15 01:45:00,937566
2017-03-15 02:00:00,869803
2017-03-15 02:15:00,860630
2017-03-15 02:30:00,926351
2017-03-15 02:45:00,900260
2017-03-15 03:00:00,945145
2017-03-15 03:15:00,851400
2017-03-15 03:30:00,896035
2017-03-15 03:45:00,925589
2017-03-15 04:00:00,890128
2017-03-15 04:15:00,903472
2017-03-15 04:30:00,945949
2017-03-15 04:45:00,886126
2017-03-15 05:00:00,905934
2017-03-15 05:15:00,876963
2017-03-15 05:30:00,914689
2017-03-15 05:45:00,892434
2017-03-15 06:00:00,871776
2017-03-15 06:15:00,852415
2017-03-15 06:30:00,946861
2017-03-15 06:45:00,908466
2017-03-15 07:00:00,908542
2017-03-15 07:15:00,940059
2017-03-15 07:30:00,883224
2017-03-15 07:45:00,917692
2017-03-15 08:00:00,915749
2017-03-15 08:15:00,931423
2017-03-15 08:30:00,933145
2017-03-15 08:45:00,927356
2017-03-15 09:00:00,882995
2017-03-15 09:15:00,882453
2017-03-15 09:30:00,929213
2017-03-15 09:45:00,934080
2017-03-15 10:00:00,897076
2017-03-15 10:15:00,893568
2017-03-15 10:30:00,897403
2017-03-15 10:45:00,864657
2017-03-15 11:00:00,861654
2017-03-15 11:15:00,912272
2017-03-15 11:30:00,942607
2017-03-15 11:45:00,920657
2017-03-15 12:00:00,851218
2017-03-15 12:15:00,912078
2017-03-15 12:30:00,872659
2017-03-15 12:45:00,860436
2017-03-15 13:00:00,938969
2017-03-15 13:15:00,937849
2017-03-15 13:30:00,872916
2017-03-15 13:45:00,893141
2017-03-15 14:00:00,941206
2017-03-15 14:15:00,901700
2017-03-15 14:30:00,877494
2017-03-15 14:45:00,923622
2017-03-15 15:00:00,923801
2017-03-15 15:15:00,904039
2017-03-15 15:30:00,946909
2017-03-15 15:45:00,870674
2017-03-15 16:00:00,898044
2017-03-15 16:15:00,925821
2017-03-15 16:30:00,917129
2017-03-15 16:45:00,893871
2017-03-15 17:00:00,903017
2017-03-15 17:15:00,943664
2017-03-15 17:30:00,924140
2017-03-15 17:45:00,853554
2017-03-15 18:00:00,906573
2017-03-15 18:15:00,878990
2017-03-15 18:30:00,943945
2017-03-15 18:45:00,930398
2017-03-15 19:00:00,864680
2017-03-15 19:15:00,921018
2017-03-15 19:30:00,949496
2017-03-15 19:45:00,863730
2017-03-15 20:00:00,856360
2017-03-15 20:15:00,893393
2017-03-15 20:30:00,904707
2017-03-15 20:45:00,912663
2017-03-15 21:00:00,931537
2017-03-15 21:15:00,886759
2017-03-15 21:30:00,885616
2017-03-15 21:45:00,902999
2017-03-15 22:00:00,861062
2017-03-15 22:15:00,878316
2017-03-15 22:30:00,930006
2017-03-15 22:45:00,875440
2017-03-15 23:00:00,933480
2017-03-15 23:15:00,928102
2017-03-15 23:30:00,892193
2017-03-15 23:45:00,916527
2017-03-16 00:00:00,886052
2017-03-16 00:15:00,862645
2017-03-16 00:30:00,875657
2017-03-16 00:45:00,857027
2017-03-16 01:00:00,902064
2017-03-16 01:15:00,935153
2017-03-16 01:30:00,894219
2017-03-16 01:45:00,931144
2017-03-16 02:00:00,883356
2017-03-16 02:15:00,863334
2017-03-16 02:30:00,854438
2017-03-16 02:45:00,902342
2017-03-16 03:00:00,945035
2017-03-16 03:15:00,936950
2017-03-16 03:30:00,920596
2017-03-16 03:45:00,863642
2017-03-16 04:00:00,883808
2017-03-16 04:15:00,874498
2017-03-16 04:30:00,928256
2017-03-16 04:45:00,935531
2017-03-16 05:00:00,860750
2017-03-16 05:15:00,871452
2017-03-16 05:30:00,862389
2017-03-16 05:45:00,930109
2017-03-16 06:00:00,937360
2017-03-16 06:15:00,851074
2017-03-16 06:30:00,853034
2017-03-16 06:45:00,854445
2017-03-16 07:00:00,914498
2017-03-16 07:15:00,874823
2017-03-16 07:30:00,915973
2017-03-16 07:45:00,914348
2017-03-16 08:00:00,939761
2017-03-16 08:15:00,878807
2017-03-16 08:30:00,899834
2017-03-16 08:45:00,859187
2017-03-16 09:00:00,874003
2017-03-16 09:15:00,872481
2017-03-16 09:30:00,932834
2017-03-16 09:45:00,944835
2017-03-16 10:00:00,911177
2017-03-16 10:15:00,856688
2017-03-16 10:30:00,881430
2017-03-16 10:45:00,871011
2017-03-16 11:00:00,911977
2017-03-16 11:15:00,850719
2017-03-16 11:30:00,865191
2017-03-16 11:45:00,853253
2017-03-16 12:00:00,888929
2017-03-16 12:15:00,856489
2017-03-16 12:30:00,920400
2017-03-16 12:45:00,944526
2017-03-16 13:00:00,892019
2017-03-16 13:15:00,882928
2017-03-16 13:30:00,865998
2017-03-16 13:45:00,876032
2017-03-16 14:00:00,887839
2017-03-16 14:15:00,860845
2017-03-16 14:30:00,860287
2017-03-16 14:45:00,937837
2017-03-16 15:00:00,860420
2017-03-16 15:15:00,852972
2017-03-16 15:30:00,868797
2017-03-16 15:45:00,870688
2017-03-16 16:00:00,936141
2017-03-16 16:15:00,868422
2017-03-16 16:30:00,895419
2017-03-16 16:45:00,936685
2017-03-16 17:00:00,868130
2017-03-16 17:15:00,850230
2017-03-16 17:30:00,928030
2017-03-16 17:45:00,857691
2017-03-16 18:00:00,939812
2017-03-16 18:15:00,929138
2017-03-16 18:30:00,855475
2017-03-16 18:45:00,862146
2017-03-16 19:00:00,909057
2017-03-16 19:15:00,897234
2017-03-16 19:30:00,891924
2017-03-16 19:45:00,856939
2017-03-16 20:00:00,871307
2017-03-16 20:15:00,923513
2017-03-16 20:30:00,919829
2017-03-16 20:45:00,933468
2017-03-16 21:00:00,901866
2017-03-16 21:15:00,942266
2017-03-16 21:30:00,940247
2017-03-16 21:45:00,934692
2017-03-16 22:00:00,917283
2017-03-16 22:15:00,936194
2017-03-16 22:30:00,925046
2017-03-16 22:45:00,882523
2017-03-16 23:00:00,922782
2017-03-16 23:15:00,890740
2017-03-16 23:30:00,851666
2017-03-16 23:45:00,930504
2017-03-17 00:00:00,939085
2017-03-17 00:15:00,879690
2017-03-17 00:30:00,856239
2017-03-17 00:45:00,940145
2017-03-17 01:00:00,891961
2017-03-17 01:15:00,939759
2017-03-17 01:30:00,894402
2017-03-17 01:45:00,850526
2017-03-17 02:00:00,905479
2017-03-17 02:15:00,851862
2017-03-17 02:30:00,888580
2017-03-17 02:45:00,852883
2017-03-17 03:00:00,875171
2017-03-17 03:15:00,869405
2017-03-17 03:30:00,863153
2017-03-17 03:45:00,860605
2017-03-17 04:00:00,910039
2017-03-17 04:15:00,900176
2017-03-17 04:30:00,896492
2017-03-17 04:45:00,915709
2017-03-17 05:00:00,858319
2017-03-17 05:15:00,905947
2017-03-17 05:30:00,875749
2017-03-17 05:45:00,853632
2017-03-17 06:00:00,927643
2017-03-17 06:15:00,904155
2017-03-17 06:30:00,889453
2017-03-17 06:45:00,917749
2017-03-17 07:00:00,882878
2017-03-17 07:15:00,879327
2017-03-17 07:30:00,945502
2017-03-17 07:45:00,864590
2017-03-17 08:00:00,915635
2017-03-17 08:15:00,850789
2017-03-17 08:30:00,903766
2017-03-17 08:45:00,866834
2017-03-17 09:00:00,912422
2017-03-17 09:15:00,896934
2017-03-17 09:30:00,927188
2017-03-17 09:45:00,929143
2017-03-17 10:00:00,850993
2017-03-17 10:15:00,890897
2017-03-17 10:30:00,931083
2017-03-17 10:45:00,905796
2017-03-17 11:00:00,880878
2017-03-17 11:15:00,943186
2017-03-17 11:30:00,887891
2017-03-17 11:45:00,943162
2017-03-17 12:00:00,914046
2017-03-17 12:15:00,928721
2017-03-17 12:30:00,947663
2017-03-17 12:45:00,948099
2017-03-17 13:00:00,909046
2017-03-17 13:15:00,890210
2017-03-17 13:30:00,949339
2017-03-17 13:45:00,933164
2017-03-17 14:00:00,871020
2017-03-17 14:15:00,877303
2017-03-17 14:30:00,943916
2017-03-17 14:45:00,914486
2017-03-17 15:00:00,872252
2017-03-17 15:15:00,917963
2017-03-17 15:30:00,890213
2017-03-17 15:45:00,885323
2017-03-17 16:00:00,941570
2017-03-17 16:15:00,865816
2017-03-17 16:30:00,943406
2017-03-17 16:45:00,857927
2017-03-17 17:00:00,937924
2017-03-17 17:15:00,872400
2017-03-17 17:30:00,903630
2017-03-17 17:45:00,911911
2017-03-17 18:00:00,929171
2017-03-17 18:15:00,908908
2017-03-17 18:30:00,892932
2017-03-17 18:45:00,881962
2017-03-17 19:00:00,892996
2017-03-17 19:15:00,927413
2017-03-17 19:30:00,887601
2017-03-17 19:45:00,889621
2017-03-17 20:00:00,924474
2017-03-17 20:15:00,867193
2017-03-17 20:30:00,871088
2017-03-17 20:45:00,913888
2017-03-17 21:00:00,918951
2017-03-17 21:15:00,889052
2017-03-17 21:30:00,898574
2017-03-17 21:45:00,918828
2017-03-17 22:00:00,858017
2017-03-17 22:15:00,919831
2017-03-17 22:30:00,930124
2017-03-17 22:45:00,922399
2017-03-17 23:00:00,887071
2017-03-17 23:15:00,910100
2017-03-17 23:30:00,929006
2017-03-17 23:45:00,943987
2017-03-18 00:00:00,884311
2017-03-18 00:15:00,924962
2017-03-18 00:30:00,861017
2017-03-18 00:45:00,936116
2017-03-18 01:00:00,896101
2017-03-18 01:15:00,877865
2017-03-18 01:30:00,935019
2017-03-18 01:45:00,906600
2017-03-18 02:00:00,865996
2017-03-18 02:15:00,898480
2017-03-18 02:30:00,893880
2017-03-18 02:45:00,850699
2017-03-18 03:00:00,895332
2017-03-18 03:15:00,903101
2017-03-18 03:30:00,897592
2017-03-18 03:45:00,883181
2017-03-18 04:00:00,854153
2017-03-18 04:15:00,930289
2017-03-18 04:30:00,917273
2017-03-18 04:45:00,943002
2017-03-18 05:00:00,874799
2017-03-18 05:15:00,874199
2017-03-18 05:30:00,875686
2017-03-18 05:45:00,932971
2017-03-18 06:00:00,855310
2017-03-18 06:15:00,926207
2017-03-18 06:30:00,860804
2017-03-18 06:45:00,863693
2017-03-18 07:00:00,861898
2017-03-18 07:15:00,935031
2017-03-18 07:30:00,906372
2017-03-18 07:45:00,876255
2017-03-18 08:00:00,930787
2017-03-18 08:15:00,870103
2017-03-18 08:30:00,877932
2017-03-18 08:45:00,941686
2017-03-18 09:00:00,916293
2017-03-18 09:15:00,878512
2017-03-18 09:30:00,879837
2017-03-18 09:45:00,919400
2017-03-18 10:00:00,910109
2017-03-18 10:15:00,948442
2017-03-18 10:30:00,947221
2017-03-18 10:45:00,901985
2017-03-18 11:00:00,911319
2017-03-18 11:15:00,868039
2017-03-18 11:30:00,920725
2017-03-18 11:45:00,901379
2017-03-18 12:00:00,914787
2017-03-18 12:15:00,919277
2017-03-18 12:30:00,908125
2017-03-18 12:45:00,885151
2017-03-18 13:00:00,855970
2017-03-18 13:15:00,898112
2017-03-18 13:30:00,861441
2017-03-18 13:45:00,868819
2017-03-18 14:00:00,874861
2017-03-18 14:15:00,864090
2017-03-18 14:30:00,915896
2017-03-18 14:45:00,925593
2017-03-18 15:00:00,919392
2017-03-18 15:15:00,888691
2017-03-18 15:30:00,890804
2017-03-18 15:45:00,948112
2017-03-18 16:00:00,868715
2017-03-18 16:15:00,916192
2017-03-18 16:30:00,875810
2017-03-18 16:45:00,932415
2017-03-18 17:00:00,868518
2017-03-18 17:15:00,855671
2017-03-18 17:30:00,890755
2017-03-18 17:45:00,946186
2017-03-18 18:00:00,882286
2017-03-18 18:15:00,947904
2017-03-18 18:30:00,924799
2017-03-18 18:45:00,945825
2017-03-18 19:00:00,877366
2017-03-18 19:15:00,915787
2017-03-18 19:30:00,938040
2017-03-18 19:45:00,945402
2017-03-18 20:00:00,947162
2017-03-18 20:15:00,919410
2017-03-18 20:30:00,887013
2017-03-18 20:45:00,913813
2017-03-18 21:00:00,880131
2017-03-18 21:15:00,853766
2017-03-18 21:30:00,931625
2017-03-18 21:45:00,893997
2017-03-18 22:00:00,902614
2017-03-18 22:15:00,914897
2017-03-18 22:30:00,945597
2017-03-18 22:45:00,914044
2017-03-18 23:00:00,900092
2017-03-18 23:15:00,933604
2017-03-18 23:30:00,897163
2017-03-18 23:45:00,877617
2017-03-19 00:00:00,861631
2017-03-19 00:15:00,932841
2017-03-19 00:30:00,884876
2017-03-19 00:45:00,885324
2017-03-19 01:00:00,861559
2017-03-19 01:15:00,946294
2017-03-19 01:30:00,917134
2017-03-19 01:45:00,904276
2017-03-19 02:00:00,861958
2017-03-19 02:15:00,895877
2017-03-19 02:30:00,901121
2017-03-19 02:45:00,863588
2017-03-19 03:00:00,936948
2017-03-19 03:15:00,936105
2017-03-19 03:30:00,928850
2017-03-19 03:45:00,897413
2017-03-19 04:00:00,930249
2017-03-19 04:15:00,912442
2017-03-19 04:30:00,933803
2017-03-19 04:45:00,854196
2017-03-19 05:00:00,949331
2017-03-19 05:15:00,852303
2017-03-19 05:30:00,915481
2017-03-19 05:45:00,854030
2017-03-19 06:00:00,940122
2017-03-19 06:15:00,914801
2017-03-19 06:30:00,880284
2017-03-19 06:45:00,910026
2017-03-19 07:00:00,887970
2017-03-19 07:15:00,919323
2017-03-19 07:30:00,908583
2017-03-19 07:45:00,852205
2017-03-19 08:00:00,866199
2017-03-19 08:15:00,948222
2017-03-19 08:30:00,919695
2017-03-19 08:45:00,930493
2017-03-19 09:00:00,911802
2017-03-19 09:15:00,924387
2017-03-19 09:30:00,885088
2017-03-19 09:45:00,879170
2017-03-19 10:00:00,892298
2017-03-19 10:15:00,930651
2017-03-19 10:30:00,891788
2017-03-19 10:45:00,863886
2017-03-19 11:00:00,920798
2017-03-19 11:15:00,894944
2017-03-19 11:30:00,862383
2017-03-19 11:45:00,925856
2017-03-19 12:00:00,910540
2017-03-19 12:15:00,900480
2017-03-19 12:30:00,946493
2017-03-19 12:45:00,855970
2017-03-19 13:00:00,915512
2017-03-19 13:15:00,851360
2017-03-19 13:30:00,866764
2017-03-19 13:45:00,850867
2017-03-19 14:00:00,862887
2017-03-19 14:15:00,853501
2017-03-19 14:30:00,948878
2017-03-19 14:45:00,921241
2017-03-19 15:00:00,900072
2017-03-19 15:15:00,888599
2017-03-19 15:30:00,917827
2017-03-19 15:45:00,895668
2017-03-19 16:00:00,912946
2017-03-19 16:15:00,909726
2017-03-19 16:30:00,918180
2017-03-19 16:45:00,889971
2017-03-19 17:00:00,942068
2017-03-19 17:15:00,895866
2017-03-19 17:30:00,896313
2017-03-19 17:45:00,919503
2017-03-19 18:00:00,924436
2017-03-19 18:15:00,918318
2017-03-19 18:30:00,855337
2017-03-19 18:45:00,914623
2017-03-19 19:00:00,892243
2017-03-19 19:15:00,893719
2017-03-19 19:30:00,874066
2017-03-19 19:45:00,887008
2017-03-19 20:00:00,932099
2017-03-19 20:15:00,903646
2017-03-19 20:30:00,886342
2017-03-19 20:45:00,865877
2017-03-19 21:00:00,942388
2017-03-19 21:15:00,936189
2017-03-19 21:30:00,896463
2017-03-19 21:45:00,889009
2017-03-19 22:00:00,925232
2017-03-19 22:15:00,915865
2017-03-19 22:30:00,880666
2017-03-19 22:45:00,850766
2017-03-19 23:00:00,915431
2017-03-19 23:15:00,911613
2017-03-19 23:30:00,875613
2017-03-19 23:45:00,919864
2017-03-20 00:00:00,921742
2017-03-20 00:15:00,916085
2017-03-20 00:30:00,919047
2017-03-20 00:45:00,916940
2017-03-20 01:00:00,853897
2017-03-20 01:15:00,901850
2017-03-20 01:30:00,872044
2017-03-20 01:45:00,904601
2017-03-20 02:00:00,933443
2017-03-20 02:15:00,907298
2017-03-20 02:30:00,894528
2017-03-20 02:45:00,899820
2017-03-20 03:00:00,901364
2017-03-20 03:15:00,928646
2017-03-20 03:30:00,875234
2017-03-20 03:45:00,947070
2017-03-20 04:00:00,875506
2017-03-20 04:15:00,868444
2017-03-20 04:30:00,884303
2017-03-20 04:45:00,895103
2017-03-20 05:00:00,867963
2017-03-20 05:15:00,925945
2017-03-20 05:30:00,911647
2017-03-20 05:45:00,925633
2017-03-20 06:00:00,925623
2017-03-20 06:15:00,859927
2017-03-20 06:30:00,933880
2017-03-20 06:45:00,941985
2017-03-20 07:00:00,861383
2017-03-20 07:15:00,912995
2017-03-20 07:30:00,873318
2017-03-20 07:45:00,867087
2017-03-20 08:00:00,850450
2017-03-20 08:15:00,862286
2017-03-20 08:30:00,928925
2017-03-20 08:45:00,901812
2017-03-20 09:00:00,915928
2017-03-20 09:15:00,920224
2017-03-20 09:30:00,907255
2017-03-20 09:45:00,938324
2017-03-20 10:00:00,885445
2017-03-20 10:15:00,856052
2017-03-20 10:30:00,904672
2017-03-20 10:45:00,906458
2017-03-20 11:00:00,873477
2017-03-20 11:15:00,888819
2017-03-20 11:30:00,852333
2017-03-20 11:45:00,937981
2017-03-20 12:00:00,856202
2017-03-20 12:15:00,933609
2017-03-20 12:30:00,942412
2017-03-20 12:45:00,862315
2017-03-20 13:00:00,871134
2017-03-20 13:15:00,887360
2017-03-20 13:30:00,898994
2017-03-20 13:45:00,890047
2017-03-20 14:00:00,922649
2017-03-20 14:15:00,891530
2017-03-20 14:30:00,896894
2017-03-20 14:45:00,875575
2017-03-20 15:00:00,915725
2017-03-20 15:15:00,942810
2017-03-20 15:30:00,850639
2017-03-20 15:45:00,858162
2017-03-20 16:00:00,868006
2017-03-20 16:15:00,864759
2017-03-20 16:30:00,933486
2017-03-20 16:45:00,927743
2017-03-20 17:00:00,915350
2017-03-20 17:15:00,890481
2017-03-20 17:30:00,875250
2017-03-20 17:45:00,904239
2017-03-20 18:00:00,919100
2017-03-20 18:15:00,872066
2017-03-20 18:30:00,930233
2017-03-20 18:45:00,920125
2017-03-20 19:00:00,946360
2017-03-20 19:15:00,926343
2017-03-20 19:30:00,881242
2017-03-20 19:45:00,935118
2017-03-20 20:00:00,852859
2017-03-20 20:15:00,906466
2017-03-20 20:30:00,862372
2017-03-20 20:45:00,888319
2017-03-20 21:00:00,866442
2017-03-20 21:15:00,904514
2017-03-20 21:30:00,908456
2017-03-20 21:45:00,939240
2017-03-20 22:00:00,853168
2017-03-20 22:15:00,882242
2017-03-20 22:30:00,869270
2017-03-20 22:45:00,862022
2017-03-20 23:00:00,864487
2017-03-20 23:15:00,853308
2017-03-20 23:30:00,853909
2017-03-20 23:45:00,944181
2017-03-21 00:00:00,860765
2017-03-21 00:15:00,930145
2017-03-21 00:30:00,937792
2017-03-21 00:45:00,870668
2017-03-21 01:00:00,914616
2017-03-21 01:15:00,909594
2017-03-21 01:30:00,902844
2017-03-21 01:45:00,912288
2017-03-21 02:00:00,897540
2017-03-21 02:15:00,935889
2017-03-21 02:30:00,884722
2017-03-21 02:45:00,896264
2017-03-21 03:00:00,876408
2017-03-21 03:15:00,868407
2017-03-21 03:30:00,885993
2017-03-21 03:45:00,929868
2017-03-21 04:00:00,947835
2017-03-21 04:15:00,880218
2017-03-21 04:30:00,946319
2017-03-21 04:45:00,887989
2017-03-21 05:00:00,905821
2017-03-21 05:15:00,882647
2017-03-21 05:30:00,923134
2017-03-21 05:45:00,883028
2017-03-21 06:00:00,941398
2017-03-21 06:15:00,906258
2017-03-21 06:30:00,935338
2017-03-21 06:45:00,930016
2017-03-21 07:00:00,906754
2017-03-21 07:15:00,903797
2017-03-21 07:30:00,872284
2017-03-21 07:45:00,853186
2017-03-21 08:00:00,915233
2017-03-21 08:15:00,880152
2017-03-21 08:30:00,912568
2017-03-21 08:45:00,941451
2017-03-21 09:00:00,914000
2017-03-21 09:15:00,908877
2017-03-21 09:30:00,868932
2017-03-21 09:45:00,920819
2017-03-21 10:00:00,901765
2017-03-21 10:15:00,920523
2017-03-21 10:30:00,884914
2017-03-21 10:45:00,896264
2017-03-21 11:00:00,902826
2017-03-21 11:15:00,857162
2017-03-21 11:30:00,925830
2017-03-21 11:45:00,897788
2017-03-21 12:00:00,925693
2017-03-21 12:15:00,891956
2017-03-21 12:30:00,880666
2017-03-21 12:45:00,921044
2017-03-21 13:00:00,876129
2017-03-21 13:15:00,886241
2017-03-21 13:30:00,910272
2017-03-21 13:45:00,935035
2017-03-21 14:00:00,866996
2017-03-21 14:15:00,877390
2017-03-21 14:30:00,855744
2017-03-21 14:45:00,859833
